         1417048 function calls (1366078 primitive calls) in 36.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\builder.py:1039(fence)
        4    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\interpreter.py:1348(__init__)
       39    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\cgutils.py:912(is_pointer)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       38    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\_lib\_docscrape.py:16(strip_blank_lines)
        4    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\np\arrayobj.py:174(normalize_indices)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\cgutils.py:316(__getitem__)
       43    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typeinfer.py:550(__init__)
       33    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\targetconfig.py:114(setter)
       24    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:516(_get_charset_prefix)
      106    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\values.py:953(entry_basic_block)
        4    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\cpu_options.py:112(_get_values)
       40    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\cpu_options.py:61(__eq__)
       88    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backends\backend_agg.py:312(points_to_pixels)
       28    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\ir.py:910(__str__)
        8    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\types\old_scalars.py:46(cast_python_value)
      177    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x0000019F7B333130}
       96    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:223(_check_generic)
        8    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\ticker.py:738(<genexpr>)
       19    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\builder.py:218(position_before)
      141    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
       37    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\lowering.py:448(post_block)
        7    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\tkinter\__init__.py:1161(winfo_pixels)
        3    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\axis.py:2226(get_ticks_position)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\linalg\_decomp_cholesky.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\cpython\old_mathimpl.py:127(unary_math_intr)
       22    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\spines.py:556(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\transforms.py:797(frozen)
      147    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\_api\__init__.py:80(<genexpr>)
       36    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\datamodel\old_models.py:500(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\imputils.py:237(wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\builder.py:1002(atomic_rmw)
        4    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\ir_utils.py:2209(resolve_func_from_module)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\interpreter.py:2945(op_JUMP_ABSOLUTE)
      134    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typeinfer.py:502(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
      153    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\font_manager.py:887(set_file)
        4    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\context.py:93(match)
       34    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\datamodel\old_models.py:457(get_argument_type)
        2    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\linalg\blas.py:377(_memoize_get_funcs)
      157    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\_lib\_docscrape.py:153(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\fractions.py:38(Fraction)
       20    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\_lib\_docscrape.py:491(_str_section)
        4    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\inline_closurecall.py:889(_find_arraycall)
       35    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       18    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numpy\core\fromnumeric.py:3152(ndim)
       66    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\figure.py:2388(_set_dpi)
        3    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\figure.py:2468(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\sparse\linalg\_isolve\_gcrotmk.py:1(<module>)
      125    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numpy\core\multiarray.py:740(dot)
       64    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\types.py:538(__init__)
       80    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\itanium_mangler.py:95(<genexpr>)
      105    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\lowering.py:766(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:438(_getencoder)
       49    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\transforms.py:276(y0)
       20    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:928(__iter__)
        5    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\codegen.py:529(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\scipy\linalg\_decomp_cossin.py:1(<module>)
       42    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:12(_is_descriptor)
       12    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\collections.py:56(generic)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\patches.py:2271(call_wrapper)
      105    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:169(__setitem__)
       26    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\backend_bases.py:869(set_alpha)
      126    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\npydecl.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\gridspec.py:419(get_subplot_params)
        2    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\datamodel\old_models.py:439(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\instructions.py:603(<genexpr>)
       13    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\types\old_scalars.py:32(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typeinfer.py:1324(_unify_return_types)
       84    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       43    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\byteflow.py:1983(get_varname)
       19    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:296(_class_escape)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\axes\_base.py:2851(<listcomp>)
       85    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\llvmlite\ir\instructions.py:739(<listcomp>)
       49    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\base.py:1134(active_code_library)
        4    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\templates.py:84(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\cpython\old_hashing.py:398(DJBX33A)
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
      168    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\types\misc.py:155(key)
       26    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\ir.py:1027(__repr__)
       16    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\core\typing\old_builtins.py:543(generic)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1254(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\numba\np\arrayobj.py:141(store_item)
       10    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\artist.py:869(set_clip_on)
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\_collections_abc.py:983(clear)
       42    0.000    0.000    0.000    0.000 C:\Users\dani1\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\matplotlib\axes\_base.py:2940(<genexpr>)
